Filename_1,Filename_2,Title,Authors,Year,Relevance Score,Research Category,Summary,Tags,DOI/URL,One-on-One Applicability,Small Group Applicability,Large Group Applicability,Self Education Applicability,Sections Analyzed,Input Tokens,Output Tokens,Estimated Cost
Bryant2008.pdf,Bryant2008,THE EFFECTS OF TIER 2 INTERVENTION ON THE MATHEMATICS PERFORMANCE OF FIRST-GRADE STUDENTS WHO ARE AT RISK FOR MATHEMATICS DIFFICULTIES,Diane Pedrotty Bryant; Brian R. Bryant; Russell M. Gersten; Nancy N. Scammacca; Catherine Funk; Amanda Winter; Minyi Shih; Cathy Pool,2008,6,supportive,"This article discusses the importance of using evidence-based interventions in a multi-tiered system to prevent learning difficulties, including math challenges. While it doesn't focus specifically on dyscalculia, it provides valuable insights into effective intervention strategies that could help students struggling with math. Educators might find useful ideas here for structuring support systems.",intervention strategies; learning disabilities; evidence-based practices; RtI,Not found,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Discussion/Conclusion,681,120,0.006516
Bryant2016.pdf,Name2016,Studies have shown 5% to 10% of the school-aged population is classified as having persistent low achievement in mathematics,Author Name,2016,9,direct,"This study looked at how a really focused, step-by-step math program helped second graders who struggled a lot with math. The kids did better with basic math skills after getting this extra help, which is super important for their future success. The research showed that even when kids don't improve much with regular help, this intense program can make a difference. Teachers and parents can use these findings to support kids who find math really tough.",math intervention; second grade; severe math difficulties; systematic instruction; number operations,10.1177/0022219414538516,"Parents and tutors can try breaking down math lessons into smaller, clear steps and practice them daily, using games to reinforce learning.","Special education teachers could implement this intensive, structured approach in small groups, using games weekly to reinforce concepts.",General education teachers might adapt these methods by incorporating more explicit instruction and regular review sessions for students needing extra help.,"Adults with dyscalculia can use similar structured lessons and practice regularly, incorporating games to make learning more engaging.",Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,570,84,0.007672
Cara2025.pdf,Cara2025,Multimodal investigation of the neurocognitive deficits underlying dyslexia in adulthood,Cristina Cara; Giulia Zantonello; Marta Ghio; Marco Tettamanti,2025,4,supportive,"This study looked at dyslexia in adults using brain imaging and behavioral tests. While it doesn't focus on dyscalculia, understanding dyslexia's neurological basis could help researchers see similarities or differences with math learning disabilities. The findings might indirectly inform future dyscalculia research by highlighting brain areas involved in learning difficulties.",dyslexia; neuroimaging; learning disabilities; cognitive development,https://doi.org/10.1093/cercor/bhaf193,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,621,88,0.007389
Casey2025.pdf,Casey2025,Human augmentation to deliver an enhanced and resilient people capability for Defence,Anna Casey; N Pattyn; K Hogenelst; N C Armstrong; Y Fonken; S L Kemp,2025,0,supportive,"This article discusses human augmentation technologies for military use, focusing on ethical and legal considerations rather than math learning. It doesn't address dyscalculia or math education directly.",human augmentation; military technology; ethics; biotechnology,10.1136/military-2025-002964,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,674,97,0.008242
Chalikia2025.pdf,Chalikia2025,Developmental Language Disorder and Risk of Dyslexia—Can They Be Told Apart?,Aliki Chalikia; Asimina M. Ralli; Faye Antoniou,2025,4,supportive,"This study looks at how kids with language disorders and dyslexia compare to typical kids in skills like memory and language processing. While it doesn't focus on math, it helps us understand learning challenges that might overlap with dyscalculia. The findings show that kids with these conditions struggle more with language and memory tasks, which could inform broader learning strategies.",language disorders; dyslexia; phonological processing; working memory; learning disabilities,https://doi.org/10.3390/bs15091234,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,734,89,0.009496
Chen2025.pdf,Chen2025,Hierarchical attention enhanced deep learning achieves high precision motor imagery classification in brain computer interfaces,Zhen Chen; Ye Cao; Qiangqiang Fu; Liyang Hou,2025,1,supportive,"This article discusses brain-computer interfaces (BCIs) and their potential in neurorehabilitation, particularly for motor impairments. While it doesn't directly address dyscalculia, it touches on neurotechnology that could someday help with learning disabilities. The study highlights possibilities for future research in applying BCIs to cognitive challenges.",brain-computer interfaces; neurotechnology; rehabilitation; cognitive science,https://doi.org/10.1038/s41598-025-17922-1,n/a,n/a,n/a,n/a,Header/Title; Footer; Introduction; Discussion/Conclusion,631,97,0.006891
Clemente-Velasco2025.pdf,Clemente-Velasco2025,Study protocol for design of a personalized dietary supplement based on the gut microbiota of Alzheimer’s patients and evaluation of its effects in a pilot randomized controlled trial,Sara Clemente-Velasco; Beatriz de Lucas; Mariangela Tabone; Carlo Bressa; María del Rocío González-Soltero; Sara Martínez-López; María Bailén; Diego Domínguez-Balmaseda; Nazareth Castellanos; Gustavo G. Diez; Fuensanta Noguera-Perea; Juan Marín-Muñoz; Pilar Sánchez-Alonso; Ana Isabel Rey; Beatriz G. Gálvez; Mar Larrosa,2025,0,supportive,"This study focuses on Alzheimer's disease and its relationship with gut microbiota, not math learning disabilities. It discusses how AI and nutrition might help manage Alzheimer's symptoms but doesn't address dyscalculia or math education.",Alzheimer's disease; gut-brain axis; nutrition; artificial intelligence,10.3389/fnut.2025.1653841,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,682,224,0.008295
Colnet2024.pdf,Colnet2024,Causal Inference Methods for Combining Randomized Trials and Observational Studies: A Review,Bénédicte Colnet; Imke Mayer; Guanhua Chen; Awa Dieng; Ruohong Li; Gaël Varoquaux; Jean-Philippe Vert; Julie Josse; Shu Yang,2024,0,supportive,"This article discusses statistical methods for evaluating treatment effects using both randomized controlled trials and observational studies. It doesn't specifically address dyscalculia or math learning difficulties, but the methods could potentially be applied to research in those areas.",research methods; data analysis; RCTs; observational studies,10.1214/23-sts889,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction,619,135,0.007334
Ding2025.pdf,Ding2025,Crying in the algorithm: modeling academic stress via multilayer topic construction and ERA effect,Liwei Ding; Hongfeng Zhang; Jinqiao Zhou,2025,3,supportive,"This study looks at how students talk about academic stress on social media, especially YouTube. It found that YouTube had better-quality information than TikTok or X. The research doesn't directly address dyscalculia but shows how stress affects learning, which could indirectly relate to math anxiety.",academic stress; student anxiety; social media; learning challenges,10.3389/fpsyg.2025.1673559,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,547,86,0.008578
Connors2024.pdf,Connors2024,"Specificity, Co-Occurrence, and Growth: Math and Reading Skill Development in Children With Learning Disabilities",Katherine Helene Connors; Emily L. Guertin; Melissa Nichol; Joan M. Bosson-Heenan; Jeffrey R. Gruen; Jan C. Frijters,2024,8,direct,"This study followed 498 kids from first grade for five years and found that those with math disabilities (MD) struggle specifically with math over time, while reading disabilities (RD) affect both subjects early on. The research shows that without help, these difficulties don't just go away. For kids with both math and reading issues, their challenges look like a combination of the two separate disabilities. The takeaway? Early math help should focus on both language and number concepts.",math disability; reading disability; longitudinal study; early intervention; domain specificity,10.1177/00222194241312189,"Parents and tutors can help by using games that combine number skills with storytelling, like counting objects in a story, to build both math and language skills.","Special ed teachers might create stations where kids rotate between activities that reinforce math facts through songs and stories, addressing both conceptual and linguistic needs.","General teachers could incorporate daily math warm-ups that mix word problems with visual aids, helping all students build connections between numbers and language.",Adults with dyscalculia could use apps that teach math through interactive stories or real-life scenarios to strengthen both their number sense and language processing.,Header/Title; Footer; Abstract,600,124,0.008915
Dong2024.pdf,Dong2024,Psychotic-like Experiences in Adolescents Enriched for High-Risk for Developing Severe Mental Illness: Change over Two-Years and Association with Neural Reward Processing and Affective Symptoms,Xiaoying Dong; Tina Gupta; Gretchen Haas; Kristen L. Eckstrand; Jennifer S. Silk; Neal D. Ryan; Erika E. Forbes,2024,0,supportive,"This study focuses on psychotic-like experiences in adolescents and their neural correlates, particularly in those at risk for severe mental illness. It doesn't directly address dyscalculia or math learning difficulties, but understanding brain function and developmental risks could indirectly inform broader learning disability research.",brain development; adolescent mental health; neural reward systems; psychopathology,Not found,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,558,117,0.007768
Dodur2025.pdf,Dodur2025,Academic self-concept and reading comprehension among students with learning disabilities: Serial mediating effect of reading anxiety and reading motivation,Halime Miray Sümer Dodur; Mustafa Ceylan,2025,4,supportive,"This study looks at how students with learning disabilities feel about themselves academically and how that affects their reading skills. It found that anxiety and motivation play big roles in their reading performance. While this doesn't directly study math or dyscalculia, understanding these emotional factors could help educators support students with all types of learning challenges.",learning disabilities; academic self-concept; reading anxiety; motivation,10.1111/bjep.12763,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,585,85,0.008685
Elsherbini2025.pdf,Elsherbini2025,Attitudes of Primary School-Age Children Toward Peers with Disability Enrolled in Inclusive Governmental Schools in Egypt: A Cross-Sectional Study,Hassnaa Alaa Eldin Barakat Elsherbini; Lamiaa Amin Awad; Wafaa Hamed Elshafie,2025,3,supportive,"This study looks at how primary school kids feel about classmates with disabilities in inclusive schools. While it doesn't focus on math or dyscalculia, understanding social attitudes helps create supportive learning environments. The research found that kids generally have positive attitudes toward peers with disabilities, which could indirectly benefit children with math learning difficulties by fostering inclusivity.",inclusive education; peer attitudes; social integration; disability awareness,10.5152/FNJN.2025.24203,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,667,114,0.008224
Farahani2025.pdf,Farahani2025,Modelling Pain Perception Using Fuzzy Cognitive Maps,Hojjatollah Farahani; Nataša Kovač; Helal Fardi; Peter Charles Watson,2025,1,supportive,"This study focuses on understanding pain perception through computational models rather than math-related learning disabilities. It explores how personal traits and psychological factors interact with pain experiences. While it doesn't directly address dyscalculia, the modeling approach could inspire similar research methods for learning disabilities.",pain perception; cognitive modeling; neuroscience; individual differences,https://doi.org/10.2147/JPR.S525200,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,561,88,0.008187
Faramarzi2014.pdf,Faramarzi2014,The effect of basic neuropsychological interventions on performance of students with dyscalculia,Salar Faramarzi; Sima Sadri,2014,10,direct,"This study looked at how neuropsychological interventions could help girls with dyscalculia improve their math skills. They found that training in areas like attention, working memory, and visual-spatial skills made a real difference. The research shows that math difficulties often have multiple brain-related causes, so interventions need to address various skills. This is super helpful for educators looking for ways to support students with dyscalculia.",dyscalculia; neuropsychological interventions; math performance; working memory; visual-spatial skills,Not found,"Parents and tutors could try games that boost memory and attention, like matching cards or simple puzzles, to help with math skills.","Special ed teachers might use structured activities focusing on planning and organizing tasks, like sequencing events or step-by-step problem solving.",General teachers could incorporate more visual aids and memory exercises into their math lessons to support students with dyscalculia.,Adults with dyscalculia could practice working memory with apps or exercises that challenge them to remember and manipulate numbers.,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,612,64,0.009060
Farrell2025.pdf,Farrell2025,Participation and Experiences in Extracurricular Activities for Children With Developmental Language Disorder and Their Peers,Callyn Farrell; Virginia Slaughter; Aisling Mulvihill,2025,3,supportive,"This study looked at how children with language difficulties participate in social activities outside school compared to kids without these challenges. While it doesn't directly address math learning disabilities, understanding social participation in developmental disorders could provide insights into broader learning challenges.",developmental language disorder; social activities; child development; participation barriers,https://doi.org/10.1111/1460-6984.70134,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,635,100,0.007576
Fellhölter2025.pdf,Fellhölter2025,Fellhölter et al. BMC Geriatrics,Greta Fellhölter; Tim Stuckenschneider; Laura Himmelmann; Tania Zieschang,2025,0,supportive,"This study looked at how well older adults remember their medical conditions after a fall compared to what their doctors say. They found that people often forget or misreport their conditions, especially things like arthritis or walking problems. This matters because doctors need accurate info to help prevent future falls. But this research doesn't directly relate to dyscalculia or math learning.",healthcare; diagnosis accuracy; geriatrics; emergency care,Not found,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,594,71,0.010454
Fernández-Blanco2024.pdf,Fernández-Blancoa2024,Psychology in Russia: State of the Art,Anabel Fernández-Blancoa; Nancy Estévez-Pérezb; Klency González Hernándezc,2024,3,supportive,"This study looked at how children's reading summaries relate to their overall reading and language skills using a special graph method. While it doesn't directly study math or dyscalculia, it shows interesting ways to analyze learning differences that might inspire similar approaches in math education. The findings highlight the importance of understanding individual learning styles.",reading comprehension; language skills; graph theory; learning assessment,Not found,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,675,71,0.007927
Fragaszy2024.pdf,Fragaszy2024,How bipedalism shapes humans’ actions with hand tools,Dorothy M. Fragaszy; Damian G. Kelty-Stephen; Madhur Mangalam,2024,0,supportive,"The study focuses on how humans adapt their posture when interacting with objects, particularly through grasping and moving them. It explores the complex coordination between body movements and cognitive processes involved in these actions. However, this research doesn't directly address dyscalculia or math learning difficulties.",postural control; movement coordination; cognitive processes; grasping actions,Not found,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,621,73,0.007337
Fuchs2008.pdf,Fuchs2008,Intensive Intervention for Students with Mathematics Disabilities: Seven Principles of Effective Practice,Lynn S. Fuchs; Douglas Fuchs; Sarah R. Powell; Pamela M. Seethaler; Paul T. Cirino; Jack M. Fletcher,2008,9,direct,"This study focuses on helping third-graders with serious math difficulties, especially with number combinations and story problems. They outline seven key principles for effective tutoring, like clear instructions and regular progress checks. Even with good interventions, some kids still struggle, so ongoing monitoring is crucial. The research highlights gaps in algebra and real-world math problem-solving for future studies.",math intervention; number combinations; story problems; progress monitoring; third-grade math,Not found,"Parents and tutors can use clear, step-by-step instructions and regular quizzes to help kids practice number combinations and story problems at home.",Special education teachers can implement structured drills and frequent reviews in small groups to reinforce math concepts for struggling students.,General education teachers can adapt these principles by incorporating more explicit math instruction and monitoring student progress regularly in their classrooms.,Adults with dyscalculia can benefit from structured practice sessions and self-quizzing to build confidence in basic math skills.,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,584,97,0.008532
Fuchs2010.pdf,Fuchs2010,"The Effects of Strategic Counting Instruction, with and without Deliberate Practice, on Number Combination Skill among Students with Mathematics Difficulties",Lynn S. Fuchs; Sarah R. Powell; Pamela M. Seethaler; Paul T. Cirino; Jack M. Fletcher; Douglas Fuchs; Carol L. Hamlett,2010,9,direct,"This study looked at how strategic counting lessons, with and without extra practice, helped students struggling with math. They found that adding deliberate practice made a big difference in math fluency and problem-solving skills. The research shows that practice really helps kids with math difficulties, especially when combined with good teaching strategies.",math difficulties; strategic counting; deliberate practice; number fluency; Pirate Math,10.1016/j.lindif.2009.09.003,"Parents can help their kids by practicing counting strategies daily for a few minutes, using simple tools like number cards or objects around the house.","Special education teachers could incorporate short, focused counting practice sessions into their math lessons to boost students' number skills.","General education teachers can adapt this by adding brief, regular counting exercises to their routines, helping all students strengthen their math foundations.","Adults with dyscalculia can improve by setting aside time each day for deliberate counting practice, using flashcards or apps designed for math practice.",Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,600,136,0.008530
Fuchs2024.pdf,Fuchs2024,Transfer between Reading Comprehension and Word-Problem Solving among Children with Learning Difficulty in Both Domains,Lynn S. Fuchs; Pamela M. Seethaler; Sonya K. Sterba; Douglas Fuchs; Laurie E. Cutting; Jeannette Mancilla-Martinez; BrittanyLee N. Martin; Daniel Espinas,2024,7,supportive,"This study looked at whether teaching kids how to understand text structures in reading could help with math word problems, and vice versa. They found that kids who got special training in either reading comprehension or math problem-solving improved in both areas, not just the one they trained in. This suggests that helping kids understand how information is organized in texts could make both reading and math easier for those who struggle with both.",reading comprehension; word-problem solving; text structure; learning disabilities; intervention,10.1037/edu0000911,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Discussion/Conclusion,592,124,0.008953
Galia2025.pdf,Gali2025,Exploring the role of rhythmic music and embodied interaction in interpersonal synchrony and prosocial behaviors in children: The Moving Mandala mixed reality experience,Olga Gali; Sena Beste Ercan; Gray Atherton; Liam Cross; Pamela Heaton; Narcis Pare,2025,3,supportive,"This research explores how synchronized movements in a virtual environment can help children bond socially. While it doesn't directly address dyscalculia, understanding group dynamics and social interaction could indirectly benefit children with learning challenges by creating more inclusive learning environments.",social interaction; virtual reality; child development; group dynamics,Not found,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,580,92,0.008143
Genua-Olmedo2025.pdf,Genua-Olmedo2025,Breaking barriers: ten essential steps to achieve gender equality in academia through scientific societies,Ana Genua-Olmedo; Sílvia Poblador; Judit Lecina-Diaz; María Mar Sánchez-Montoya; Pablo Rodríguez-Lozano; Mireia Bartrons; Elena Hernández-del Amo; María Anton-Pardo; Núria Catalán; Ada Pastor; Miguel Cañedo-Argüelles; Anna Freixa; Susana Bernal,2025,0,supportive,"This article discusses gender equity in scientific societies, focusing on identifying biases and implementing strategies for inclusion. It doesn't directly address dyscalculia or math learning disabilities but provides insights into creating equitable environments that could indirectly benefit educational research.",gender equity; inclusion; scientific societies; diversity,https://doi.org/10.1038/s44185-025-00105-6,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Discussion/Conclusion,756,195,0.009507
González-Zamorano2025.pdf,González-Zamorano2025,Transcranial Direct Current Stimulation in Parkinson's Disease Patients in the Off State: A Randomized Controlled Crossover Trial Examining the Effects on Pain With and Without the Influence of Dopaminergic Medication,Yeray González-Zamorano; Marcos Moreno-Verdú; Alexis Martínez-Benito; Josué Fernández-Carnero; Juan Pablo Romero,2025,0,supportive,"This study looked at how brain stimulation (tDCS) affects pain in Parkinson's patients when they're not on their medication. They found that a single tDCS session didn't boost the effects of Parkinson's meds but did temporarily reduce pain perception when patients were off their meds. However, this research isn't directly related to dyscalculia or math learning difficulties.",Parkinson's disease; pain management; tDCS; neuroscience,https://doi.org/10.1111/papr.70082,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,635,142,0.008542
Graber2024.pdf,Graber2024,Tourette Syndrome: A Catalyst for Operationalizing Neurodiversity,Abraham Graber; Matthew Rizzo,2024,4,supportive,"This article discusses the neurodiversity movement's impact on neurological research, particularly around conditions like autism and dyscalculia. It highlights tensions between seeking cures and respecting neurodiverse identities. While not directly about dyscalculia, it provides context for understanding societal attitudes that might affect dyscalculia research and treatment approaches.",neurodiversity; dyscalculia; research ethics; patient perspectives,10.1212/WNL.0000000000209572,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,654,81,0.009144
Haider2025.pdf,Haider2025,Epidemiological Investigation on the Clinical Status of the Developmental Dyslexia and ADHD Comorbidity among School-Age Children in Pakistan,Shujjah Haider; Tanmoy Mondal; Christopher A. Loffredo; Brent Korba; Irum Nawaz; Maleeha Azam; Tapas Sur; Somiranjan Ghosh,2025,4,supportive,"This study looked at ADHD and dyslexia in Pakistani children, finding that boys were more affected than girls. While it doesn't focus on dyscalculia, it shows how learning disabilities can vary between populations and highlights the importance of proper diagnosis. Educators might find this useful for understanding broader learning challenges.",ADHD; dyslexia; learning disabilities; neurodevelopmental disorders; cognitive assessment,10.4236/ojepi.2025.153033,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,602,138,0.007995
Haile2025.pdf,Haile2025,A Single Bout of Intermittent Hypoxia Increases Cerebral Blood Flow and Supports an Executive Function Benefit,Denait Haile; Nasimi A. Guluzade; Antonio Mendes; Daniel A. Keir; Matthew Heath,2025,1,supportive,"This study looked at how alternating oxygen levels might temporarily boost brain function in healthy adults. They found that after a session of reduced oxygen, people's executive function improved slightly. While interesting for brain science, it doesn't directly address math learning difficulties or dyscalculia.",brain function; executive function; cerebral blood flow; oxygen levels,https://doi.org/10.1111/psyp.70161,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,632,98,0.007289
Hassrick2021.pdf,Hassrick2021,Producing Child-Centered Interventions: Social Network Factors Related to the Quality of Professional Development for Teachers of Autistic Students,Elizabeth McGhee Hassrick; Jessica Suhrheinrich; Patricia Schetter; Allison Nahmias; Melina Melgarejo; Jennica Li; Jonas Ventimiglia; Yue Yu; Aubyn Stahmer,2021,4,supportive,"This study looks at how professional development providers can better support teachers working with autistic students. While it doesn't focus on dyscalculia, it highlights the importance of evidence-based practices in education. Educators might find the emphasis on knowledge over experience useful for improving teaching methods, which could indirectly benefit students with various learning challenges.",autism; evidence-based practices; teacher training; professional development,10.3390/socsci10120453,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,607,135,0.009367
He2025.pdf,He2025,"The mediating role of family function in the relationship between stressful life events and depressive symptoms in mid-pregnancy women: a birth cohort study in Wuhan, China",Yihan He; Hui Zhou; Jiyu Luo; Ao Xu; Dongmei Qiu; Haiyun Huang; Xiaorui Peng; Yujia Zhou; Lingyun Xu; Yang Li; Yuanyuan Li; Xiang Hu; Hongling Zhang,2025,0,supportive,"This study focuses on depression during the second trimester of pregnancy and its relationship with family functioning and stressful life events. It doesn't directly address dyscalculia or math learning disabilities, but understanding family dynamics could indirectly inform supportive environments for children with learning challenges.",pregnancy; depression; family support; mental health; prenatal care,10.3389/fpsyt.2025.1588065,n/a,n/a,n/a,n/a,Header/Title; Footer; Abstract; Introduction; Discussion/Conclusion,590,157,0.007848
